00010,2017-12,26.56,-3.91,3.07,25.2079,0.65,3.71,390.0,0.65,3.71,223.0,-2.97,6.3
00010,2018-06,24.7249,-3.0,4.11,21.5037,-2.97,6.3,223.0,-2.97,6.3,388.0,-0.86,6.98
00012,2015-12,30.2333,-4.7,7.44,31.2316,0.96,4.58,646.0,0.96,4.58,237.0,0.93,5.46
00012,2016-06,25.448,0.08,9.5,29.6667,0.93,5.46,237.0,0.93,5.46,603.0,-3.67,4.06
00012,2016-12,32.6807,2.21,4.86,31.0936,-3.67,4.06,603.0,-3.67,4.06,354.0,0.61,4.58
00012,2017-06,31.6729,5.33,3.9,37.1191,0.61,4.58,354.0,0.61,4.58,761.0,-0.23,5.75
00012,2017-12,37.2993,7.54,6.45,41.8363,-0.23,5.75,761.0,-0.23,5.75,342.0,-3.84,5.32
00012,2018-06,42.9765,-0.39,5.41,40.7006,-3.84,5.32,342.0,-3.84,5.32,708.0,-0.35,4.29
00014,2015-12,26.0671,-1.2,8.6,27.3748,-0.38,5.05,273.17,-0.38,5.05,85.78,1.28,5.83
00014,2016-06,25.1081,2.04,8.99,28.1253,1.28,5.83,85.78,1.28,5.83,116.35,-3.91,7.13
00014,2016-12,30.2403,1.93,6.11,28.9121,-3.91,7.13,116.35,-3.91,7.13,71.36,1.89,5.68
00014,2017-06,29.1387,3.9,7.12,32.9444,1.89,5.68,71.36,1.89,5.68,347.78,4.39,5.34
00014,2017-12,33.5082,-0.25,6.07,34.12,4.39,5.34,347.78,4.39,5.34,288.06,2.23,5.24
00014,2018-06,38.6735,1.06,6.02,39.3494,2.23,5.24,288.06,2.23,5.24,576.66,-2.39,5.05
00015,2015-09,0.43,0.15,19.02,0.4257,-0.16,4.38,19.93,-0.16,4.38,44.23,0.03,1.0
00015,2016-03,0.4714,0.05,2.34,0.4619,0.03,1.0,44.23,0.03,1.0,3.3,0.81,24.52
00015,2016-09,0.5374,0.02,2.33,0.5845,0.81,24.52,3.3,0.81,24.52,8.07,-0.08,5.75
00015,2017-03,0.9853,-0.36,6.76,0.8131,-0.08,5.75,8.07,-0.08,5.75,2.85,-0.02,4.81
00015,2017-09,0.947,0.12,3.11,1.014,-0.02,4.81,2.85,-0.02,4.81,23.94,0.09,1.6
00015,2018-03,0.7984,-0.2,0.89,0.8276,0.09,1.6,23.94,0.09,1.6,9.76,-0.03,0.72
00016,2015-06,99.0553,1.1412,8.74,102.6994,5.1815,9.54,1109.0,5.1815,9.54,511.0,-6.0541,7.34
00016,2015-12,80.4091,-21.6393,11.17,81.3032,-6.0541,7.34,511.0,-6.0541,7.34,1131.0,-1.633,10.83
00016,2016-06,69.8147,2.0257,10.3,76.3282,-1.633,10.83,1131.0,-1.633,10.83,714.0,-14.6489,10.39
00016,2016-12,83.97,21.529,11.66,88.6214,-14.6489,10.39,714.0,-14.6489,10.39,1140.0,6.104,7.47
00016,2017-12,105.439,11.2979,8.05,114.0049,6.104,7.47,1140.0,6.104,7.47,1724.0,-5.3527,7.23
00016,2018-06,115.049,-5.0186,7.57,111.7137,-5.3527,7.23,1724.0,-5.3527,7.23,707.0,1.2652,9.07
00017,2015-06,7.1875,0.058,12.26,7.4031,0.9516,15.18,217.0,0.9516,15.18,37.0,0.1156,9.85
00017,2015-12,6.0518,-2.1888,10.82,6.2839,0.1156,9.85,37.0,0.1156,9.85,95.0,0.4034,7.99
00017,2016-06,5.0504,-0.1167,13.7,6.0534,0.4034,7.99,95.0,0.4034,7.99,46.0,-1.3901,11.51
00017,2016-12,6.7455,1.9495,11.42,7.3335,-1.3901,11.51,46.0,-1.3901,11.51,115.0,0.7899,11.1
00017,2017-12,8.9578,1.2035,12.28,10.2588,0.7899,11.1,115.0,0.7899,11.1,111.0,0.019,7.4
00018,2015-09,0.5186,0.06,4.55,0.4465,-0.15,1.11,-0.27,-0.15,1.11,2.28,-0.1,0.88
00018,2016-03,0.4762,0.03,0.87,0.4456,-0.1,0.88,2.28,-0.1,0.88,2.13,0.02,0.73
00018,2016-09,0.4273,-0.02,0.42,0.4517,0.02,0.73,2.13,0.02,0.73,6.83,0.04,0.97
00018,2017-03,0.4635,0.14,2.4,0.5772,0.04,0.97,6.83,0.04,0.97,2.83,0.1,1.85
00018,2017-09,0.6124,0.06,0.85,0.6731,0.1,1.85,2.83,0.1,1.85,6.59,-0.03,1.32
00018,2018-03,0.688,-0.06,0.81,0.6564,-0.03,1.32,6.59,-0.03,1.32,1.36,0.02,0.67
00019,2015-12,69.7948,-9.6026,11.22,73.8307,0.6674,10.83,893.0,0.6674,10.83,336.0,6.307,9.61
00019,2016-06,62.4003,-3.2992,9.42,72.0961,6.307,9.61,336.0,6.307,9.61,641.0,-8.8276,8.46
00019,2016-12,77.5133,-2.8149,9.9,67.1844,-8.8276,8.46,641.0,-8.8276,8.46,807.0,-0.2665,10.68
00019,2017-06,68.999,3.2987,8.66,69.2296,-0.2665,10.68,807.0,-0.2665,10.68,1734.0,-3.3031,9.27
00019,2017-12,70.8813,0.5239,8.07,68.6744,-3.3031,9.27,1734.0,-3.3031,9.27,899.0,4.9002,10.12
00019,2018-06,69.2957,6.497,12.17,72.5814,4.9002,10.12,899.0,4.9002,10.12,1574.0,-2.992,9.56
00020,2015-12,29.1011,-5.4736,4.38,28.4152,-0.7656,2.46,700.0,-0.7656,2.46,279.0,2.149,4.8
00020,2016-06,24.7108,1.816,3.79,29.7229,2.149,4.8,279.0,2.149,4.8,802.0,-1.9568,4.6
00020,2016-12,32.8613,9.2095,4.17,38.4244,-1.9568,4.6,802.0,-1.9568,4.6,306.0,-1.6311,2.82
00020,2017-06,40.3829,16.6013,3.89,54.4933,-1.6311,2.82,306.0,-1.6311,2.82,1009.0,0.8116,2.64
00020,2017-12,51.6443,-3.7626,3.52,50.401,0.8116,2.64,1009.0,0.8116,2.64,421.0,-1.7121,3.07
00020,2018-06,51.8356,1.5054,3.04,52.5514,-1.7121,3.07,421.0,-1.7121,3.07,843.0,-2.1612,3.49
00021,2015-12,0.169,-0.15,1.59,0.174,0.02,0.61,-0.22,0.02,0.61,-0.24,-0.02,0.17
00021,2016-06,0.17,-0.01,0.17,0.17,-0.02,0.17,-0.24,-0.02,0.17,-0.11,0.09,0.59
00021,2016-12,0.17,0.04,0.53,0.229,0.09,0.59,-0.11,0.09,0.59,-1.0,0.0,0.4
00021,2017-06,0.235,-0.07,0.19,0.226,0.0,0.4,-1.0,0.0,0.4,-2.26,0.01,0.07
