61.7962,8.5169,9.44,-378.0,0.020000000000000018,0.030000000000000027
65.0911,-7.6407,7.28,261.0,0.020000000000000018,0.020000000000000018
73.5089,1.7718,5.66,-269.0,0.21999999999999997,0.18999999999999995
73.963,0.4807,5.2,330.0,0.09000000000000008,0.020000000000000018
76.4459,5.0733,6.23,-270.0,0.009999999999999898,0.010000000000000009
82.9262,-2.4596,8.6,242.0,-0.08999999999999997,-0.06000000000000005
9.8613,0.92,5.44,-29.1,0.11999999999999988,0.10999999999999999
10.6881,-0.72,5.9,23.6,-0.05999999999999983,-0.050000000000000044
12.034,0.65,5.4,-25.700000000000003,-0.1200000000000001,-0.13
13.0134,0.52,4.21,26.799999999999997,-0.19999999999999996,-0.16999999999999993
14.2417,0.57,6.68,-27.699999999999996,0.0,0.009999999999999898
14.66,0.68,5.36,29.4,0.030000000000000027,0.0
34.9787,5.3045,9.69,-307.0,-0.29000000000000004,-0.11000000000000004
45.0873,-4.4353,8.73,485.0,0.1100000000000001,0.25999999999999995
59.2808,-1.8439,7.72,-429.0,-0.030000000000000027,-0.019999999999999907
22.5778,-39.9849,16.88,443.0,0.8899999999999999,0.63
24.1212,-0.7836,8.86,-627.0,-0.6399999999999999,-0.91
18.3903,-0.8833,6.2,124.0,0.1499999999999999,0.03999999999999998
47.071,-4.34,13.53,-199.0,-4.240000000000002,-4.240000000000002
47.8243,-5.12,8.04,138.0,-4.68,-4.68
50.4737,3.0,10.17,-112.0,-9.02,-9.02
56.6071,-1.48,5.94,201.0,-10.67,-10.67
53.2615,-6.84,13.52,-197.0,-1.62,-1.62
51.35,0.0,8.15,165.0,-0.78,-0.78
0.5,-0.08,5.71,1.3,-0.10000000000000009,-0.1200000000000001
0.65,-0.03,5.8,0.69,-0.1399999999999999,-0.25
0.78,0.07,6.24,6.59,0.32000000000000006,0.13000000000000012
0.84,0.0,2.28,-5.87,-0.020000000000000018,0.30000000000000004
1.0,0.04,6.45,107.74000000000001,1.47,-0.33000000000000007
0.85,-0.09,4.33,-103.65,-3.31,-1.51
4.1845,0.29,6.68,-19.18,0.1100000000000001,0.07999999999999985
3.6558,-0.5,8.12,15.389999999999999,0.19999999999999996,0.19999999999999996
3.9781,-0.16,6.9,-10.0,0.47,0.54
3.9346,0.3,6.44,12.36,-0.19999999999999996,-0.26
4.2157,0.09,6.71,-26.75,-0.73,-0.72
4.19,-0.05,7.6,9.23,0.47,0.3800000000000001
0.24,-0.56,86.14,41.010000000000005,-0.2200000000000002,-0.16000000000000003
0.325,0.14,62.96,-13.209999999999999,-0.48,0.020000000000000004
0.29,-0.15,30.51,5.609999999999999,-0.5599999999999998,0.0
0.235,0.02,11.69,-5.720000000000001,0.3599999999999999,0.07
0.28,-0.02,10.85,12.530000000000001,-0.18999999999999995,0.06
0.236,0.01,3.56,-8.719999999999999,-1.49,-0.26
18.756,1.44,6.06,-105.0,0.5500000000000003,0.5399999999999996
24.6182,-2.33,15.09,141.0,0.6499999999999999,0.6500000000000004
29.3114,-0.22,3.36,-97.0,-1.21,-1.1100000000000003
25.2079,0.65,3.71,214.0,-0.3799999999999999,-0.34999999999999987
21.5037,-2.97,6.3,-167.0,-0.6000000000000001,-0.56
19.12,-0.86,6.98,165.0,-0.050000000000000044,-0.16999999999999993
29.6667,0.93,5.46,-409.0,-0.5299999999999998,-0.020000000000000018
31.0936,-3.67,4.06,366.0,-0.22999999999999998,0.07000000000000006
37.1191,0.61,4.58,-249.0,-0.10000000000000009,0.029999999999999916
41.8363,-0.23,5.75,407.0,-0.1200000000000001,-0.019999999999999907
40.7006,-3.84,5.32,-419.0,0.18999999999999995,-0.15000000000000002
36.15,-0.35,4.29,366.0,-0.43999999999999995,-0.18000000000000005
